Species,GFE_ID,River,CU,WATERSHED_CDE,LINEAR_FEATURE_ID
CM,1670,SECURITY INLET CREEK-R/H,CM-23,950-899300-00000-00000-0000-0000-000-000-000-000-000-000,137010261
CM,1671,SECURITY INLET CREEK-L/H,CM-23,950-901300-00000-00000-0000-0000-000-000-000-000-000-000,137009478
CM,1672,MCKENZIE COVE CREEK,CM-23,950-907200-00000-00000-0000-0000-000-000-000-000-000-000,137010788
CM,1673,BOOMCHAIN BAY CREEK,CM-23,950-915700-00000-00000-0000-0000-000-000-000-000-000-000,137010438
CM,1677,CANOE PASS CREEK,CM-22,950-952000-00000-00000-0000-0000-000-000-000-000-000-000,137004540
CM,1678,BROWNS CABIN CREEK,CM-22,950-956400-00000-00000-0000-0000-000-000-000-000-000-000,137002333
CM,1683,DEENA CREEK,CM-22,950-974300-00000-00000-0000-0000-000-000-000-000-000-000,137002178
CM,1684,CAMERON CREEK,CM-22,950-976300-00000-00000-0000-0000-000-000-000-000-000-000,137002383
CM,1685,SOUTH BAY CREEK,CM-22,950-976700-00000-00000-0000-0000-000-000-000-000-000-000,137002270
CM,1686,SOUTH BAY DUMP CREEK,CM-22,950-978100-00000-00000-0000-0000-000-000-000-000-000-000,137001764
CM,1687,MACMILLAN CREEK,CM-22,950-981700-00000-00000-0000-0000-000-000-000-000-000-000,137000794
CM,1688,SACHS CREEK,CM-22,950-990000-00000-00000-0000-0000-000-000-000-000-000-000,137000306
CM,1690,HAANS CREEK,CM-21,950-996400-00000-00000-0000-0000-000-000-000-000-000-000,137000006
CM,1694,TRAYNOR CREEK,CM-21,955-081000-06100-00000-0000-0000-000-000-000-000-000-000,137027338
CM,1695,MATHERS CREEK,CM-21,955-081000-38300-00000-0000-0000-000-000-000-000-000-000,137015372
CM,1700,TALUNKWAN CREEK,CM-21,955-125000-32400-00000-0000-0000-000-000-000-000-000-000,137031838
CM,1703,MOORE CREEK,CM-21,955-186000-32400-00000-0000-0000-000-000-000-000-000-000,137042300
CM,1704,TAKELLY COVE CREEK,CM-21,955-186000-34100-00000-0000-0000-000-000-000-000-000-000,137044866
CM,1705,BELJAY BAY CREEK,CM-21,955-186000-39300-00000-0000-0000-000-000-000-000-000-000,137046030
CM,1706,SANDY CREEK,CM-21,955-186000-42700-00000-0000-0000-000-000-000-000-000-000,137044369
CM,1707,POWRIVCO CREEK,CM-21,955-186000-45200-00000-0000-0000-000-000-000-000-000-000,137047202
CM,1708,RICHARDSON CREEK,CM-21,955-186000-45800-00000-0000-0000-000-000-000-000-000-000,137047573
CM,1710,GATE CREEK,CM-21,955-186000-64800-00000-0000-0000-000-000-000-000-000-000,137049467
CM,1711,KOGANGAS CREEK,CM-21,955-186000-71000-00000-0000-0000-000-000-000-000-000-000,137053757
CM,1712,LANDRICK CREEK,CM-21,955-186000-74400-00000-0000-0000-000-000-000-000-000-000,137051508
CM,1713,SEDGWICK BAY CREEK,CM-21,955-186000-77400-00000-0000-0000-000-000-000-000-000-000,137049689
CM,1715,SCUDDER POINT CREEK,CM-21,955-296800-45400-00000-0000-0000-000-000-000-000-000-000,137063192
CM,1721,ALDER ISLAND CREEK,CM-21,955-296800-28200-00000-0000-0000-000-000-000-000-000-000,137062679
CM,1724,HEATER HARBOUR CREEK,CM-21,955-404700-51400-00000-0000-0000-000-000-000-000-000-000,137071276
CM,1725,BALCOM INLET CREEK,CM-21,955-404700-57800-00000-0000-0000-000-000-000-000-000-000,137071778
CM,1737,SILVER CREEK,CM-26,910-801300-00000-00000-0000-0000-000-000-000-000-000-000,244059678
CM,1748,LACHMACH RIVER,CM-30,910-846300-00000-00000-0000-0000-000-000-000-000-000-000,244065698
CM,1750,TOON RIVER,CM-30,910-855600-00000-00000-0000-0000-000-000-000-000-000-000,244049253
CM,1751,ENSHESHESE RIVER,CM-30,910-863100-00000-00000-0000-0000-000-000-000-000-000-000,244048458
CM,1754,KHUTZEYMATEEN RIVER,CM-30,910-887500-00000-00000-0000-0000-000-000-000-000-000-000,244027464
CM,1756,KSI X'ANMAS,CM-30,910-896600-00000-00000-0000-0000-000-000-000-000-000-000,244006327
CM,1758,STAGOO CREEK,CM-32,910-919700-00000-00000-0000-0000-000-000-000-000-000-000,91065973
CM,1759,PERRY BAY CREEK,CM-32,910-924000-00000-00000-0000-0000-000-000-000-000-000-000,91060676
CM,1760,ILLIANCE RIVER,CM-32,910-929800-00000-00000-0000-0000-000-000-000-000-000-000,91054720
CM,1761,WILAUKS CREEK,CM-32,910-929900-00000-00000-0000-0000-000-000-000-000-000-000,91054395
CM,1762,KITSAULT RIVER,CM-32,910-930200-00000-00000-0000-0000-000-000-000-000-000-000,91054225
CM,1764,KSHWAN RIVER,CM-32,910-941800-00000-00000-0000-0000-000-000-000-000-000-000,91038661
CM,1775,ROBERSON CREEK,CM-32,910-983400-00000-00000-0000-0000-000-000-000-000-000-000,91056872
CM,1776,DONAHUE CREEK,CM-32,910-985000-00000-00000-0000-0000-000-000-000-000-000-000,91053243
CM,1778,GEORGIE RIVER,CM-32,910-991800-00000-00000-0000-0000-000-000-000-000-000-000,91028652
CM,1780,BEAR RIVER,CM-32,910-999400-00000-00000-0000-0000-000-000-000-000-000-000,91012491
CM,1784,DE COSMOS LAGOON CREEK,CM-15,915-213000-81200-00000-0000-0000-000-000-000-000-000-000,154074913
CM,1785,CRAB HARBOUR CREEK,CM-15,915-213000-87100-00000-0000-0000-000-000-000-000-000-000,154077869
CM,1788,KILDIDT LAGOON CREEK #2,CM-15,915-213000-15200-00000-0000-0000-000-000-000-000-000-000,154074616
CM,1793,KISAMEET RIVER,CM-15,915-226500-10000-00000-0000-0000-000-000-000-000-000-000,154072819
CM,1794,SAGAR CREEK,CM-15,915-226500-24900-00000-0000-0000-000-000-000-000-000-000,154059698
CM,1795,EVANS INLET CREEK #3,CM-15,915-226500-27600-00000-0000-0000-000-000-000-000-000-000,154058779
CM,1796,HOOK NOSE CREEK,CM-15,915-226500-31800-00000-0000-0000-000-000-000-000-000-000,154055448
CM,1797,FOUR LAKES CREEK,CM-15,915-226500-38200-00000-0000-0000-000-000-000-000-000-000,154033687
CM,1800,KADJUSDIS RIVER,CM-15,915-230500-47800-00000-0000-0000-000-000-000-000-000-000,154050852
CM,1801,KUNSOOT RIVER,CM-15,915-230500-54600-00000-0000-0000-000-000-000-000-000-000,154051189
CM,1803,SCRIBNER CREEK,CM-15,915-233500-13600-00000-0000-0000-000-000-000-000-000-000,154042783
CM,1806,DEER PASS LAGOON CREEKS,CM-15,915-233500-50100-00000-0000-0000-000-000-000-000-000-000,154033109
CM,1807,WEBSTER LAKE CREEK,CM-15,915-233500-67300-00000-0000-0000-000-000-000-000-000-000,154024299
CM,1809,MCLOUGHLIN CREEK,CM-15,915-228000-69600-00000-0000-0000-000-000-000-000-000-000,154052490
CM,1812,SOUND POINT LAGOON CREEK,CM-18,915-233300-36400-00000-0000-0000-000-000-000-000-000-000,154036100
CM,1813,KWAKUSDIS RIVER,CM-15,915-381700-84400-00000-0000-0000-000-000-000-000-000-000,149092330
CM,1814,HAUSER CREEK,CM-15,915-381700-16900-00000-0000-0000-000-000-000-000-000-000,149092201
CM,1815,ROBINSON CREEKS,CM-18,915-477000-76100-00000-0000-0000-000-000-000-000-000-000,149069068
CM,1816,BULLEY BAY CREEK,CM-18,915-477000-57700-00000-0000-0000-000-000-000-000-000-000,149065920
CM,1817,PRICE CREEK,CM-18,915-470000-54500-00000-0000-0000-000-000-000-000-000-000,92040262
CM,1820,KITASOO CREEK,CM-18,915-482000-87400-00000-0000-0000-000-000-000-000-000-000,92018715
CM,1821,GULL CREEK,CM-18,915-482000-13200-00000-0000-0000-000-000-000-000-000-000,92035645
CM,1822,OSMENT CREEK,CM-18,915-482000-50100-00000-0000-0000-000-000-000-000-000-000,92031861
CM,1823,KWAKWA CREEK,CM-18,915-482000-59900-00000-0000-0000-000-000-000-000-000-000,92024672
CM,1824,MEYERS PASS CREEK,CM-18,915-482000-75900-00000-0000-0000-000-000-000-000-000-000,92015753
CM,1825,GORILLA CREEK,CM-18,915-486500-69200-00000-0000-0000-000-000-000-000-000-000,149015578
CM,1829,LAGOON CREEK,CM-18,915-486500-05300-00000-0000-0000-000-000-000-000-000-000,149041834
CM,1830,MARY COVE CREEK,CM-18,915-486500-06800-00000-0000-0000-000-000-000-000-000-000,149038467
CM,1831,WATSON BAY CREEK,CM-18,915-486500-18900-00000-0000-0000-000-000-000-000-000-000,149028337
CM,1832,BOTTLENECK CREEK,CM-18,915-486500-30600-00000-0000-0000-000-000-000-000-000-000,149017045
CM,1833,JAMES BAY CREEK,CM-19,915-488000-78700-00000-0000-0000-000-000-000-000-000-000,149011941
CM,1834,CANYON CREEK,CM-18,915-488000-87500-00000-0000-0000-000-000-000-000-000-000,149028641
CM,1835,GEISH CREEK,CM-18,915-488000-14600-00000-0000-0000-000-000-000-000-000-000,149021613
CM,1836,DUTHIE CREEK,CM-18,915-488000-34300-00000-0000-0000-000-000-000-000-000-000,149003159
CM,1837,WINDY BAY CREEK,CM-19,915-488000-41400-00000-0000-0000-000-000-000-000-000-000,149003713
CM,1839,SODA CREEK,CM-18,915-488300-88700-00000-0000-0000-000-000-000-000-000-000,120038008
CM,1840,LITTLE CREEK,CM-18,915-488300-92500-00000-0000-0000-000-000-000-000-000-000,120053064
CM,1841,QUIGLEY CREEK,CM-18,915-488300-01500-00000-0000-0000-000-000-000-000-000-000,120055423
CM,1842,POWLES CREEK,CM-18,915-488300-02700-00000-0000-0000-000-000-000-000-000-000,120051318
CM,1843,BLEE CREEK,CM-18,915-488300-03900-00000-0000-0000-000-000-000-000-000-000,120047278
CM,1844,BLOOMFIELD CREEK,CM-18,915-488300-07700-00000-0000-0000-000-000-000-000-000-000,120035826
CM,1846,DALLY CREEK,CM-18,915-488300-09100-00000-0000-0000-000-000-000-000-000-000,120032851
CM,1850,ARNOUP CREEK,CM-18,915-488300-11100-00000-0000-0000-000-000-000-000-000-000,120021809
CM,1851,RONALD CREEK,CM-18,915-488300-11800-00000-0000-0000-000-000-000-000-000-000,120025834
CM,1852,NIAS CREEK,CM-18,915-488300-13600-00000-0000-0000-000-000-000-000-000-000,120028042
CM,1853,PACKE CREEK,CM-18,915-488300-13800-00000-0000-0000-000-000-000-000-000-000,120028983
CM,1854,TYLER CREEK,CM-18,915-488300-15800-00000-0000-0000-000-000-000-000-000-000,120035969
CM,1855,PYNE CREEK,CM-18,915-488300-16200-00000-0000-0000-000-000-000-000-000-000,120036184
CM,1856,BUSEY CREEK,CM-18,915-488300-18800-00000-0000-0000-000-000-000-000-000-000,120042636
CM,1857,TRAHEY CREEK,CM-18,915-488300-23300-00000-0000-0000-000-000-000-000-000-000,120049922
CM,1859,DALLAIN CREEK,CM-18,915-488300-27300-00000-0000-0000-000-000-000-000-000-000,120054912
CM,1860,TALAMOOSA CREEK,CM-18,915-488300-30600-00000-0000-0000-000-000-000-000-000-000,120049258
CM,1862,EVINRUDE CREEK,CM-18,915-488300-38700-00000-0000-0000-000-000-000-000-000-000,120039725
CM,1863,WALE CREEK,CM-18,915-488300-43300-00000-0000-0000-000-000-000-000-000-000,120036818
CM,1864,ARGYH CREEK,CM-18,915-488300-46000-00000-0000-0000-000-000-000-000-000-000,120030182
CM,1865,PENN CREEK,CM-18,915-488300-48000-00000-0000-0000-000-000-000-000-000-000,120020493
CM,1866,ROLAND CREEK,CM-18,915-488300-55100-00000-0000-0000-000-000-000-000-000-000,120022756
CM,1867,DOUGLAS CREEK,CM-18,915-488300-55800-02600-0000-0000-000-000-000-000-000-000,120019042
CM,1868,CHAPPLE CREEK,CM-18,915-488300-56300-00000-0000-0000-000-000-000-000-000-000,120020502
CM,1869,BARNARD CREEK,CM-18,915-488300-64900-00000-0000-0000-000-000-000-000-000-000,120012647
CM,1870,WEST ARM CREEK,CM-18,915-488300-70700-00000-0000-0000-000-000-000-000-000-000,120005834
CM,1871,EAST ARM CREEK,CM-18,915-488300-72600-00000-0000-0000-000-000-000-000-000-000,120004702
CM,1872,WHALEN CREEK,CM-20,915-488300-75400-00000-0000-0000-000-000-000-000-000-000,120001199
CM,1873,DEVIL CREEK,CM-18,915-483500-72100-00000-0000-0000-000-000-000-000-000-000,92000713
CM,1874,LIMESTONE CREEK,CM-18,915-483500-83800-00000-0000-0000-000-000-000-000-000-000,92007393
CM,1875,FURY CREEK,CM-18,915-483500-86200-00000-0000-0000-000-000-000-000-000-000,92008694
CM,1876,DON CREEK,CM-18,915-483500-97900-00000-0000-0000-000-000-000-000-000-000,92033730
CM,1877,LINNEA CREEK,CM-18,915-483500-13200-00000-0000-0000-000-000-000-000-000-000,92035793
CM,1878,DUFFEY CREEK,CM-18,915-483500-15800-00000-0000-0000-000-000-000-000-000-000,92027432
CM,1879,NOBLE CREEK,CM-18,915-483500-18300-00000-0000-0000-000-000-000-000-000-000,92026557
CM,1880,KDELMASHAN CREEK,CM-18,915-483500-19900-00000-0000-0000-000-000-000-000-000-000,92028608
CM,1881,SENTINEL CREEK,CM-18,915-483500-28300-00000-0000-0000-000-000-000-000-000-000,92023690
CM,1882,CLIFFORD CREEK,CM-18,915-483500-35000-00000-0000-0000-000-000-000-000-000-000,92013164
CM,1883,FLUX CREEK,CM-18,915-483500-35100-00000-0000-0000-000-000-000-000-000-000,92012685
CM,1885,LITTLE KETTLE CREEK,CM-18,915-483500-48600-00000-0000-0000-000-000-000-000-000-000,92008286
CM,1886,SALMON CREEK,CM-18,915-483500-54100-00000-0000-0000-000-000-000-000-000-000,92008324
CM,1887,EAGLE CREEK,CM-18,915-483500-54600-00000-0000-0000-000-000-000-000-000-000,92008135
CM,1888,TRENEMAN CREEK,CM-18,915-483500-57200-00000-0000-0000-000-000-000-000-000-000,92006988
CM,1889,STANNARD CREEK-EAST BRANCH,CM-18,915-483500-62700-00500-0000-0000-000-000-000-000-000-000,92003777
CM,1890,STANNARD CREEK,CM-18,915-483500-62700-00000-0000-0000-000-000-000-000-000-000,92003777
CM,1891,WEST CREEK,CM-18,915-483500-63900-00000-0000-0000-000-000-000-000-000-000,92003292
CM,1893,ESTEVAN CREEK,CM-18,915-538500-19600-00000-0000-0000-000-000-000-000-000-000,76044686
CM,1897,GIL CREEK,CM-18,915-541700-87800-00000-0000-0000-000-000-000-000-000-000,76033821
CM,1899,WINDY ISLAND CREEK,CM-18,915-541700-04000-00000-0000-0000-000-000-000-000-000-000,76033386
CM,1900,BLACK ROCK CREEK,CM-18,915-541700-21300-00000-0000-0000-000-000-000-000-000-000,76023532
CM,1901,TURN CREEK,CM-18,915-541700-29400-00000-0000-0000-000-000-000-000-000-000,76020337
CM,1902,CRANE BAY CREEK,CM-18,915-541700-30600-00000-0000-0000-000-000-000-000-000-000,76018854
CM,1903,TURTLE CREEK,CM-18,915-541700-45000-00000-0000-0000-000-000-000-000-000-000,76008213
CM,1905,RIORDAN CREEK,CM-20,915-566500-58300-00000-0000-0000-000-000-000-000-000-000,79016490
CM,1906,EVELYN CREEK,CM-20,915-567300-72300-00000-0000-0000-000-000-000-000-000-000,79008002
CM,1907,VERNEY PASSAGE CREEK,CM-20,915-567300-75400-00000-0000-0000-000-000-000-000-000-000,79008705
CM,1909,LITTLE TILLHORN CREEK,CM-20,915-567300-16200-00000-0000-0000-000-000-000-000-000-000,79009042
CM,1910,BIG TILLHORN CREEK,CM-20,915-567300-19100-00000-0000-0000-000-000-000-000-000-000,79007870
CM,1912,STEWART CREEK,CM-18,915-563500-55400-00000-0000-0000-000-000-000-000-000-000,93067655
CM,1914,PA-AAT RIVER,CM-18,915-560200-75800-00000-0000-0000-000-000-000-000-000-000,93005744
CM,1916,TSIMTACK LAKE CREEK,CM-18,915-560200-87900-00000-0000-0000-000-000-000-000-000-000,93068963
CM,1918,TUWARTZ CREEK,CM-18,915-560200-95600-00000-0000-0000-000-000-000-000-000-000,93075374
CM,1919,CHERRY CREEK,CM-18,915-560200-97200-00000-0000-0000-000-000-000-000-000-000,93076793
CM,1923,MIKADO LAKE CREEK,CM-18,915-560200-23700-00000-0000-0000-000-000-000-000-000-000,93061107
CM,1925,CURTIS INLET CREEK,CM-18,915-560200-34300-00000-0000-0000-000-000-000-000-000-000,93051163
CM,1926,SHENEEZA CREEK,CM-18,915-560200-39100-00000-0000-0000-000-000-000-000-000-000,93045900
CM,1927,WILSON CREEK,CM-18,915-560200-42000-00000-0000-0000-000-000-000-000-000-000,93042652
CM,1928,MARKLE INLET CREEK,CM-18,915-560200-46300-00000-0000-0000-000-000-000-000-000-000,93033276
CM,1929,HEVENOR INLET CREEK,CM-18,915-560200-53500-00000-0000-0000-000-000-000-000-000-000,93028605
CM,1930,NEWCOMBE HARBOUR CREEK,CM-18,915-560200-61400-00000-0000-0000-000-000-000-000-000-000,93013848
CM,1931,CAPTAIN COVE CREEK,CM-18,915-560200-66500-00000-0000-0000-000-000-000-000-000-000,93005522
CM,1932,ALPHA CREEK,CM-26,915-560200-69000-00000-0000-0000-000-000-000-000-000-000,93003260
CM,1933,END HILL CREEK,CM-18,915-560000-62900-00000-0000-0000-000-000-000-000-000-000,153005881
CM,1934,SPENCER CREEK,CM-18,915-560000-69500-00000-0000-0000-000-000-000-000-000-000,127000689
CM,1936,KOORYET CREEK,CM-18,915-560000-78400-00000-0000-0000-000-000-000-000-000-000,76002367
CM,1937,KEECHA CREEK,CM-18,915-560000-80400-00000-0000-0000-000-000-000-000-000-000,76006441
CM,1938,DEER LAKE CREEK,CM-18,915-560000-82800-00000-0000-0000-000-000-000-000-000-000,76015482
CM,1944,BONILLA LAKE CREEK,CM-18,915-560000-37600-00000-0000-0000-000-000-000-000-000-000,127000677
CM,1945,SKULL CREEK,CM-18,915-560000-46900-00000-0000-0000-000-000-000-000-000-000,153012495
CM,1946,RAWLINSON ANCHORAGE CREEK,CM-18,915-560000-51500-18400-0000-0000-000-000-000-000-000-000,153008917
CM,1947,DEADMAN CREEK,CM-18,915-560000-58800-00000-0000-0000-000-000-000-000-000-000,153000787
CM,1948,SHAW CREEK,CM-18,915-742200-87800-00000-0000-0000-000-000-000-000-000-000,93020031
CM,1949,RYAN CREEK,CM-18,915-742200-93300-00000-0000-0000-000-000-000-000-000-000,93030608
CM,1950,KESWAR CREEK,CM-18,915-742200-32600-00000-0000-0000-000-000-000-000-000-000,93022508
CM,1964,KITKATLA CREEK,CM-26,915-765500-37000-00000-0000-0000-000-000-000-000-000-000,169011146
CM,2241,TASTSQUAN CREEK,CM-16,910-290700-02500-00000-0000-0000-000-000-000-000-000-000,9017995
CM,2242,THORSEN CREEK,CM-16,910-290700-10000-00000-0000-0000-000-000-000-000-000-000,9017763
CM,2244,NOOHALK CREEK,CM-17,910-290700-10000-01400-0000-0000-000-000-000-000-000-000,9018189
CM,2245,NOOKLIKONNIK CREEK,CM-16,910-290700-24100-00000-0000-0000-000-000-000-000-000-000,9016331
CM,2246,FISH CREEK,CM-17,910-290700-32700-00000-0000-0000-000-000-000-000-000-000,9017118
CM,2683,COOPER INLET-ADA COVE CREEK,CM-15,915-213000-71100-00000-0000-0000-000-000-000-000-000-000,154063002
CM,2687,COOPER INLET-FANNIE COVE LH CREEK,CM-15,915-213000-68700-00000-0000-0000-000-000-000-000-000-000,154064017
CM,2689,BULLOCK CHANNEL #2 CREEK,CM-15,915-381700-55200-00000-0000-0000-000-000-000-000-000-000,149077382
CM,2690,BULLOCK CHANNEL #3 NORTH CREEK,CM-15,915-381700-61600-00000-0000-0000-000-000-000-000-000-000,149084071
CM,2691,BULLOCK CHANNEL #3 SOUTH CREEK,CM-15,915-381700-76200-57400-0000-0000-000-000-000-000-000-000,149090368
CM,2692,JENNY BAY WEST CREEK,CM-15,915-226500-45400-00000-0000-0000-000-000-000-000-000-000,154033096
CM,2693,JENNY BAY SOUTH CREEK,CM-15,915-226500-45700-00000-0000-0000-000-000-000-000-000-000,154035242
CM,3403,SALLOOMT RIVER,CM-16,910-290700-30900-00000-0000-0000-000-000-000-000-000-000,9015022
CM,3555,JENNY BAY EAST CREEK,CM-15,915-226500-46300-00000-0000-0000-000-000-000-000-000-000,154031533
CM,358,ATNARKO SPAWNING CHANNEL,CM-16,910-290700-99900-00000-0000-0000-000-000-000-000-000-000,3020927
CM,372,NEKITE SPAWNING CHANNEL,CM-12,910-041700-00000-00000-0000-0000-000-000-000-000-000-000,162132931
CM,444,EXSTEW SLOUGH,CM-27,400-137400-00000-00000-0000-0000-000-000-000-000-000-000,123027279
CM,445,SHAMES SLOUGH,CM-27,400-157500-00000-00000-0000-0000-000-000-000-000-000-000,123025362
CM,447,ECSTALL RIVER,CM-27,400-016500-00000-00000-0000-0000-000-000-000-000-000-000,123061979
CM,454,JOHNSTON CREEK,CM-27,400-016500-50000-00000-0000-0000-000-000-000-000-000-000,123093131
CM,456,KHYEX RIVER,CM-27,400-036100-00000-00000-0000-0000-000-000-000-000-000-000,123053244
CM,459,KASIKS RIVER,CM-27,400-093200-00000-00000-0000-0000-000-000-000-000-000-000,123042822
CM,460,GITNADOIX RIVER,CM-27,400-113400-00000-00000-0000-0000-000-000-000-000-000-000,123043312
CM,462,CLAY CREEK,CM-27,400-114500-00000-00000-0000-0000-000-000-000-000-000-000,123043171
CM,463,DOG TAG CREEK,CM-27,400-113400-12300-00000-0000-0000-000-000-000-000-000-000,123047918
CM,468,ANDESITE CREEK,CM-27,400-128100-00000-00000-0000-0000-000-000-000-000-000-000,123031244
CM,471,MIDDLE CREEK,CM-27,400-160900-00000-00000-0000-0000-000-000-000-000-000-000,123025829
CM,473,ZYMAGOTITZ RIVER,CM-27,400-184200-00000-00000-0000-0000-000-000-000-000-000-000,87083765
CM,474,ERLANDSEN CREEK,CM-27,400-184200-17000-00000-0000-0000-000-000-000-000-000-000,87077813
CM,477,KLEANZA CREEK,CM-27,400-231800-00000-00000-0000-0000-000-000-000-000-000-000,87071424
CM,482,FIDDLER CREEK,CM-27,400-296800-00000-00000-0000-0000-000-000-000-000-000-000,87026593
CM,488,KITWANGA RIVER,CM-28,400-364900-00000-00000-0000-0000-000-000-000-000-000-000,82068481
CM,504,EXCHAMSIKS RIVER,CM-27,410-000000-00000-00000-0000-0000-000-000-000-000-000-000,123039608
CM,505,LAKELSE RIVER,CM-27,420-000000-00000-00000-0000-0000-000-000-000-000-000-000,109000272
CM,521,KITSUMKALUM RIVER-LOWER,CM-27,430-000000-00000-00000-0000-0000-000-000-000-000-000-000,87081519
CM,523,DEEP CREEK,CM-27,430-067600-00000-00000-0000-0000-000-000-000-000-000-000,87074546
CM,533,ZYMOETZ RIVER-LOWER,CM-27,440-000000-00000-00000-0000-0000-000-000-000-000-000-000,245024871
CM,566,KISPIOX RIVER,CM-28,470-000000-00000-00000-0000-0000-000-000-000-000-000-000,82055449
CM,567,DATE CREEK,CM-28,470-038200-00000-00000-0000-0000-000-000-000-000-000-000,82051187
CM,569,MCCULLY CREEK,CM-28,470-155700-00000-00000-0000-0000-000-000-000-000-000-000,82040500
CM,630,KSI GINGOLX,CM-32,500-002500-00000-00000-0000-0000-000-000-000-000-000-000,111070204
CM,642,KSEMAMAITH CREEK,CM-31,500-114800-00000-00000-0000-0000-000-000-000-000-000-000,111062742
CM,7990611,WORAN CREEK,CM-15,910-342400-00000-00000-0000-0000-000-000-000-000-000-000,149070368
CM,7990614,KITLOPE RIVER,CM-20,910-617600-00000-00000-0000-0000-000-000-000-000-000-000,83014333
CM,913,TAKUSH RIVER,CM-12,910-012400-00000-00000-0000-0000-000-000-000-000-000-000,162146876
CM,917,WALKUM CREEK,CM-12,910-038700-00000-00000-0000-0000-000-000-000-000-000-000,162139258
CM,918,NEKITE RIVER,CM-12,910-041700-00000-00000-0000-0000-000-000-000-000-000-000,162132931
CM,928,DRANEY CREEK,CM-12,910-107200-00000-00000-0000-0000-000-000-000-000-000-000,162131822
CM,929,LOCKHART GORDON CREEK,CM-12,910-107400-00000-00000-0000-0000-000-000-000-000-000-000,162131635
CM,930,ALLARD CREEK,CM-12,910-110700-00000-00000-0000-0000-000-000-000-000-000-000,162124605
CM,931,JOHNSTON CREEK,CM-12,910-118900-00000-00000-0000-0000-000-000-000-000-000-000,162118726
CM,934,NICKNAQUEET RIVER,CM-13,910-128500-00000-00000-0000-0000-000-000-000-000-000-000,162081481
CM,935,WANNOCK RIVER,CM-14,910-128800-00000-00000-0000-0000-000-000-000-000-000-000,162080164
CM,937,AMBACK CREEK,CM-13,910-128800-22600-00000-0000-0000-000-000-000-000-000-000,162077543
CM,938,DALLERY CREEK,CM-13,910-128800-23700-00000-0000-0000-000-000-000-000-000-000,162082680
CM,939,ASHLULM CREEK,CM-13,910-128800-39700-00000-0000-0000-000-000-000-000-000-000,162079248
CM,942,GENESEE CREEK,CM-13,910-128800-63100-00000-0000-0000-000-000-000-000-000-000,162085007
CM,947,KILBELLA RIVER,CM-13,910-130900-00000-00000-0000-0000-000-000-000-000-000-000,162071799
CM,948,CHUCKWALLA RIVER,CM-13,910-130900-04100-00000-0000-0000-000-000-000-000-000-000,162069950
CM,949,CLYAK RIVER,CM-13,910-141200-00000-00000-0000-0000-000-000-000-000-000-000,158044396
CM,952,MILTON RIVER,CM-13,910-146000-00000-00000-0000-0000-000-000-000-000-000-000,158051613
CM,953,MACNAIR CREEK,CM-13,910-150900-00000-00000-0000-0000-000-000-000-000-000-000,158059155
CM,955,BEAVER CREEK,CM-15,910-168500-00000-00000-0000-0000-000-000-000-000-000-000,158076176
CM,957,KOEYE RIVER,CM-15,910-212200-00000-00000-0000-0000-000-000-000-000-000-000,158051884
CM,959,NAMU RIVER,CM-15,910-216500-00000-00000-0000-0000-000-000-000-000-000-000,158044798
CM,960,NOOTUM RIVER,CM-15,910-225900-00000-00000-0000-0000-000-000-000-000-000-000,158036949
CM,961,QUATLENA RIVER,CM-15,910-240300-00000-00000-0000-0000-000-000-000-000-000-000,158025415
CM,962,KWATNA RIVER,CM-15,910-246500-00000-00000-0000-0000-000-000-000-000-000-000,158020497
CM,964,ASSEEK RIVER,CM-16,910-273700-00000-00000-0000-0000-000-000-000-000-000-000,162015169
CM,965,TALEOMEY RIVER,CM-16,910-275900-00000-00000-0000-0000-000-000-000-000-000-000,162009903
CM,966,NOEICK RIVER,CM-16,910-276400-00000-00000-0000-0000-000-000-000-000-000-000,162009366
CM,967,CAMP CREEK,CM-16,910-281600-00000-00000-0000-0000-000-000-000-000-000-000,9037401
CM,968,BELLA COOLA RIVER,CM-17,910-290700-00000-00000-0000-0000-000-000-000-000-000-000,9016700
CM,969,SNOOTLI CREEK,CM-17,910-290700-21500-00000-0000-0000-000-000-000-000-000-000,9016729
CM,971,NECLEETSCONNAY RIVER,CM-16,910-291600-00000-00000-0000-0000-000-000-000-000-000-000,154019063
CM,972,NIEUMIAMUS CREEK,CM-16,910-293100-00000-00000-0000-0000-000-000-000-000-000-000,154019010
CM,973,NOOSESECK RIVER,CM-16,910-296200-00000-00000-0000-0000-000-000-000-000-000-000,154021603
CM,975,DEAN RIVER,CM-16,910-318700-00000-00000-0000-0000-000-000-000-000-000-000,100053590
CM,976,GRANTHAM CREEK,CM-16,910-319700-00000-00000-0000-0000-000-000-000-000-000-000,83083301
CM,977,KIMSQUIT RIVER,CM-16,910-322400-00000-00000-0000-0000-000-000-000-000-000-000,83071057
CM,978,SKOWQUILTZ RIVER,CM-16,910-334000-00000-00000-0000-0000-000-000-000-000-000-000,149044492
CM,979,DEEP BAY CREEK,CM-16,910-336200-00000-00000-0000-0000-000-000-000-000-000-000,149049096
CM,983,CASCADE RIVER,CM-15,910-351200-12100-00000-0000-0000-000-000-000-000-000-000,149041873
CM,984,ELCHO CREEK,CM-15,910-361300-00000-00000-0000-0000-000-000-000-000-000-000,149079673
